  Name  URL  Who can upload (cost)  DOI  Type of data hosted  Example of shared dataset
1  B2SHARE  b2share.eudat.eu  All scientists (free)  Yes  Cross-disciplinary research data  10.23728/B2SHARE.47AEEB85B5FF4C3CAB79A5C5B7DB49FA 
